GEOID,CRRALL,CRRINT,DRRALL,DRRINT
01001020100,53.2,52.9,0.1,0.1
01001020200,58.2,32.5,0.2,0.2
01001020300,59.1,58.0,0.1,0.1
01001020400,69.3,63.9,0.8,0.1
01001020500,63.6642,61.50240000000001,0.45374000000000003,0.161
01001020600,55.7,53.4,0.6,0.4
01001020700,52.5,48.6,0.5,0.0
01001020801,59.1,57.9,0.4,0.3
01001020802,59.77502,58.22724,0.48706000000000005,0.23781000000000002
01001020900,56.699600000000004,26.550919999999998,0.1,0.049960000000000004
01001021000,49.4,17.6,0.1,0.1
01001021100,47.1,18.6,0.2,0.2
01003010100,32.5,12.8,0.1,0.1
01003010200,49.69944000000001,20.638220000000004,0.1,0.1
01003010300,48.6,46.8,0.6,0.3
01003010400,45.8,44.2,0.7,0.2
01003010500,49.3,47.9,0.1,0.1
01003010600,48.0,24.3,0.2,0.0
01003010701,60.23092,57.54072000000001,1.2160800000000003,0.34196000000000004
01003010703,57.473,57.11995,0.3,0.3
01003010704,57.6,57.0,0.3,0.3
01003010705,54.77618999999999,53.539680000000004,0.62381,0.31745999999999996
01003010800,46.8,45.4,0.6,0.3
01003010903,53.2,51.7,0.6,0.3
01003010904,48.0,46.6,0.3,0.1
01003010905,47.13899000000001,46.5809,0.18381999999999998,0.18381999999999998
01003010906,53.7,26.0,0.4,0.2
01003011000,50.2,23.1,0.3,0.0
01003011101,59.60719999999999,58.74005,0.30011,0.27105
01003011102,56.67634,56.17647,0.3996100000000001,0.3996100000000001
01003011201,53.0,51.8,0.1,0.1
01003011202,48.9,48.1,0.1,0.1
01003011300,38.5,38.1,0.1,0.1
01003011401,48.02539999999999,22.267199999999995,0.1597,0.1
01003011403,45.2679,44.118520000000004,0.53974,0.19981
01003011405,17.04579,16.707500000000003,0.20347000000000004,0.10347
01003011406,12.4194,6.7074,0.14424,0.06636
01003011407,14.68617,14.20782,0.20701,0.13567
01003011408,24.4,23.6,0.4,0.2
01003011501,57.1,54.0,1.1,0.4
01003011502,56.15455,25.424500000000002,0.14585,0.0917
01003011601,46.1,45.5,0.3,0.3
01003011602,54.43473,19.37796,0.4,0.24661000000000002
01005950100,47.6,18.1,0.2,0.1
01005950200,41.3,14.3,0.1,0.1
01005950300,38.6,12.5,0.0,0.0
01005950400,36.9,10.9,0.2,0.0
01005950500,37.3,34.3,0.5,0.1
01005950600,50.1,23.8,0.2,0.1
01005950700,49.7,43.4,1.3,0.3
01005950800,52.8,47.9,0.7,0.0
01005950900,49.2,20.5,0.2,0.0
01007010001,49.5977,18.596320000000002,0.29930999999999996,0.29930999999999996
01007010002,45.449439999999996,20.93104,0.29138,0.1
01007010003,43.56254,17.488760000000003,0.44794,0.09588
01007010004,45.925889999999995,20.15829,0.10657,0.03347
01009050101,51.72292,20.833959999999998,0.09999,0.06462000000000001
01009050102,45.70777999999999,44.449929999999995,0.15686,0.15686
01009050200,50.0,21.0,0.1,0.0
01009050300,51.182520000000004,18.882520000000003,0.10468000000000002,0.0
01009050400,49.8,18.2,0.1,0.0
