GEOID,CRRALL,CRRINT,DRRALL,DRRINT
01001020100,64.4,57.9,0.1,0.1
01001020200,65.6,35.8,0.8,0.0
01001020300,73.8,63.8,0.0,0.0
01001020400,77.8,67.6,0.0,0.0
01001020500,72.54862,66.42316,0.031120000000000005,0.031120000000000005
01001020600,66.4,57.6,0.1,0.1
01001020700,62.0,53.0,0.0,0.0
01001020801,70.5,63.5,0.0,0.0
01001020802,70.42084,63.70378,0.10049000000000002,0.10049000000000002
01001020900,64.75052,30.2016,0.84996,0.049960000000000004
01001021000,55.8,20.7,0.0,0.0
01001021100,53.9,21.1,0.4,0.0
01003010100,40.6,16.2,0.5,0.0
01003010200,57.912459999999996,25.84018,0.09986,0.0
01003010300,61.1,52.7,0.0,0.0
01003010400,60.6,49.9,0.1,0.0
01003010500,66.8,54.5,0.0,0.0
01003010600,55.4,27.5,0.5,0.1
01003010701,72.41208,64.43092000000001,0.041960000000000004,0.0
01003010703,70.09555,64.81995,0.0,0.0
01003010704,72.0,64.4,0.1,0.1
01003010705,66.47778,60.23967999999999,0.0,0.0
01003010800,61.1,52.8,0.1,0.1
01003010903,65.2,58.3,0.1,0.1
01003010904,61.7,52.6,0.1,0.0
01003010905,63.02573000000001,54.838989999999995,0.08382,0.04191
01003010906,64.2,32.1,0.5,0.1
01003011000,58.4,27.7,0.6,0.0
01003011101,74.37003,66.06405,0.12907,0.02906
01003011102,70.9779,63.275819999999996,0.09987000000000001,0.0
01003011201,69.3,59.1,0.2,0.0
01003011202,63.4,54.4,0.1,0.0
01003011300,54.0,44.7,0.0,0.0
01003011401,56.264199999999995,26.528399999999998,0.36269999999999997,0.0
01003011403,55.74735,49.389089999999996,0.0,0.0
01003011405,21.67714,19.45257,1e-05,0.0
01003011406,15.856280000000002,8.8134,0.18848,0.0
01003011407,19.056269999999998,16.37153,0.0,0.0
01003011408,30.7,26.6,0.0,0.0
01003011501,70.5,59.6,0.0,0.0
01003011502,64.59604999999999,29.9577,0.8,0.054150000000000004
01003011601,59.5,51.4,0.1,0.0
01003011602,61.10761,22.99067,0.41356000000000004,0.0
01005950100,56.7,22.0,1.1,0.1
01005950200,48.7,16.4,0.9,0.1
01005950300,48.6,16.7,0.7,0.0
01005950400,42.9,12.9,0.0,0.0
01005950500,48.2,38.3,0.0,0.0
01005950600,58.6,27.9,1.0,0.0
01005950700,60.7,47.6,0.0,0.0
01005950800,62.9,51.7,0.0,0.0
01005950900,57.5,23.7,0.6,0.0
01007010001,58.997699999999995,23.89586,1.59632,0.0
01007010002,56.0184,27.104599999999998,1.0431,0.0
01007010003,52.65842000000001,22.65992,1.4041200000000003,0.0
01007010004,55.058949999999996,25.08211,1.4197,0.0
01009050101,61.90706,26.467229999999997,0.4746,0.0
01009050102,63.15586999999999,50.35091999999999,0.0,0.0
01009050200,59.8,26.7,1.2,0.0
01009050300,59.51146,23.3638,1.00086,0.0
01009050400,59.8,23.2,1.4,0.0
01009050500,58.69635,47.02328,0.1,0.04231000000000001
01009050601,67.4,56.3,0.0,0.0
01009050602,69.28346,59.856570000000005,0.0,0.0
01009050700,64.18554,28.636140000000005,2.5253000000000005,0.0
01011952100,45.0,20.5,0.9,0.0
01011952200,47.901219999999995,20.768700000000003,1.11084,0.04458
01011952500,49.0,20.0,1.2,0.0
01013952700,53.0,22.7,0.5,0.0
01013952800,64.4,53.3,0.0,0.0
01013952900,55.0,26.9,1.1,0.0
01013953000,47.4,16.8,0.9,0.0
01013953100,50.60264,22.30276,1.2998800000000001,0.09994
01013953200,60.8,26.0,0.4,0.0
01013953300,57.1,20.3,0.4,0.0
01013953400,47.5,19.0,0.3,0.0
01013953500,59.8,20.5,0.8,0.1
01015000200,53.7,26.0,0.8,0.0
01015000300,47.73096,19.920399999999997,0.8997600000000001,0.09976000000000002
01015000400,55.7,21.9,1.3,0.0
01015000500,35.0,13.9,1.0,0.1
01015000600,46.47562,21.61987,1.09946,0.00073
01015000700,60.55872,28.3728,0.80032,0.00032
01015000800,47.7,18.9,0.8,0.0
01015000900,66.8,31.0,0.0,0.0
01015001000,69.2,59.6,0.0,0.0
01015001100,65.20375999999999,56.70003,0.02558,0.0
01015001201,60.65547999999999,28.302149999999994,1.09733,0.0
01015001202,66.4,33.3,1.4,0.1
01015001300,50.1,37.3,0.1,0.1
01015001400,58.6,25.8,0.0,0.0
01015001500,62.219629999999995,28.70454,0.98535,0.06569
01015001600,55.6,44.9,0.0,0.0
01015001700,69.3,58.2,0.0,0.0
01015001800,63.6734,54.19747999999999,0.0,0.0
01015002000,65.91432,55.10439,0.06097,0.06097
01015002101,31.7,21.2,0.2,0.0
01015002102,69.48559999999999,62.48092,0.09982,0.09982
01015002103,64.18667,55.299459999999996,0.0,0.0
01015002200,62.6,49.9,0.1,0.0
01015002300,61.6,25.7,1.5,0.1
01015002400,68.4,57.8,0.0,0.0
01015002501,68.52344,58.22618,0.0,0.0
01015002502,64.8,27.4,0.0,0.0
01015002600,61.3,24.8,1.0,0.0
01015981901,0.0,0.0,0.0,0.0
01015981902,0.0,0.0,0.0,0.0
01017953800,52.8,16.2,0.9,0.0
01017953900,56.0,25.3,0.3,0.1
01017954000,51.8685,18.308999999999997,0.9744,0.0
01017954200,61.8,27.7,0.0,0.0
01017954300,48.6,39.2,0.1,0.1
01017954400,52.9,21.4,0.4,0.0
01017954500,52.9,21.4,0.4,0.0
01017954600,67.0,56.1,0.1,0.0
01017954700,61.9,28.2,0.9,0.0
01019955701,37.0,15.7,0.5,0.0
01019955702,44.4,16.4,1.2,0.0
01019955800,42.8183,18.877200000000002,0.8796999999999999,0.0
01019955900,58.0,23.1,1.3,0.0
01019956000,50.4,20.6,1.5,0.0
01019956100,36.45304,14.12652,0.9349400000000001,0.0
01021060101,62.7,29.0,1.2,0.0
01021060102,64.97442,53.447779999999995,0.05222,0.0
01021060200,59.0,25.0,0.0,0.0
01021060300,51.8,21.8,1.1,0.0
01021060401,62.5,51.1,0.0,0.0
01021060402,56.3896,26.0133,1.0526,0.0
01021060500,56.8,23.6,0.7,0.0
01021060600,61.3,25.2,1.3,0.0
01021060700,55.10186,24.218380000000003,1.05617,0.0
01023956700,41.8,15.4,0.9,0.0
01023956800,56.3,20.9,0.8,0.0
01023956900,57.0,17.2,0.5,0.0
01023957000,52.7,20.4,0.0,0.0
01025957500,48.3,16.7,0.8,0.0
01025957601,53.2,15.8,0.0,0.0
01025957602,59.327830000000006,27.68688,0.20724,0.0
01025957700,33.5,12.2,0.3,0.0
01025957800,53.1,21.2,1.1,0.0
01025957901,60.4,25.5,2.0,0.1
01025957902,57.2,23.5,0.0,0.0
01025958001,50.0,20.9,1.5,0.0
01025958002,50.0,20.9,1.5,0.0
01027958900,55.2,21.6,1.2,0.0
01027959000,53.9,20.9,0.0,0.0
01027959100,60.8,20.6,2.5,0.0
01027959200,57.1,20.3,0.0,0.0
01029959500,47.50952,18.30854,0.6,0.09986
01029959600,54.3,24.4,0.6,0.0
01029959700,58.4,22.0,0.7,0.0
01029959800,60.7,25.0,1.2,0.0
01031010100,49.2,20.1,0.5,0.0
01031010200,48.2,18.9,0.5,0.0
01031010300,58.7,47.9,0.1,0.0
01031010400,50.0964,17.9088,0.6991999999999999,0.0
01031010500,50.6,19.9,0.7,0.0
01031010600,48.1,19.6,0.6,0.0
01031010700,56.7,21.3,1.3,0.0
01031010800,62.2,54.0,0.0,0.0
01031010900,53.7,26.1,0.7,0.1
01031011000,57.6,29.6,1.2,0.0
01031011100,66.7,55.1,0.0,0.0
01031011201,76.29696,69.24468,0.0,0.0
01031011202,59.09259999999999,53.37556,0.041479999999999996,0.041479999999999996
01031011300,53.4,43.2,0.0,0.0
01033020100,61.4,27.8,0.5,0.0
01033020200,50.5,22.3,0.3,0.0
01033020300,54.6,22.9,0.8,0.1
01033020400,78.5,68.9,0.0,0.0
01033020500,66.6,55.7,0.0,0.0
01033020600,61.8,49.2,0.0,0.0
01033020701,67.2787,57.18328000000001,0.005849999999999999,0.0
01033020703,70.3,61.1,0.0,0.0
01033020704,72.1,61.2,0.0,0.0
01033020801,63.4,25.6,0.7,0.0
01033020802,59.9,21.6,0.3,0.1
01033020901,62.8,24.1,0.7,0.0
01033020902,64.0,25.7,1.0,0.0
01033021000,53.8,21.5,0.0,0.0
01035960200,43.5,13.9,0.7,0.0
01035960300,46.2,17.1,0.5,0.1
01035960400,51.7,14.7,1.3,0.1
01035960500,51.0,20.0,0.3,0.0
01035960600,48.3,17.3,0.6,0.0
01037961000,36.9,14.9,0.6,0.0
01037961100,40.6,16.8,0.0,0.0
01037961200,26.8,14.2,0.3,0.0
01039961600,47.8,21.3,0.4,0.0
01039961700,54.1,21.7,0.6,0.0
01039961800,61.9,24.0,1.0,0.1
01039961900,54.6,44.2,0.1,0.0
01039962000,55.6,24.1,0.3,0.0
01039962100,54.8,25.5,0.2,0.0
01039962300,57.9,23.1,0.6,0.0
01039962400,62.0,23.8,0.6,0.1
01039962500,66.5,27.8,0.0,0.0
01039962600,56.5,25.4,0.0,0.0
01039962700,60.5,27.3,0.8,0.0
01039962800,57.9,20.9,0.3,0.0
01039962900,57.9,23.8,0.5,0.0
01039963000,47.4,16.8,0.8,0.0
01041963400,49.4,20.2,0.0,0.0
01041963500,55.4,23.3,0.0,0.0
01041963600,55.2,19.8,0.4,0.0
01041963700,56.8,22.7,0.8,0.1
01041963800,46.4,19.6,0.5,0.0
01041963900,54.2,21.4,0.9,0.0
01043964100,59.3,24.2,1.0,0.0
01043964200,66.53161999999999,28.012320000000003,0.6184799999999999,0.0
01043964300,65.3,53.5,0.0,0.0
01043964400,65.3,52.4,0.0,0.0
01043964500,63.0,23.7,1.1,0.0
01043964600,65.0,26.6,0.0,0.0
01043964700,64.9,52.9,0.0,0.0
01043964800,65.1,31.6,0.4,0.0
01043964900,64.77832000000001,54.65696,0.05356000000000001,0.05356000000000001
01043965000,66.0678,54.1746,0.03356,0.03356
01043965100,63.1,51.6,0.0,0.0
01043965200,67.6,57.0,0.0,0.0
01043965300,65.0,28.4,0.0,0.0
01043965401,58.0,23.1,1.2,0.1
01043965402,60.9,32.0,0.4,0.0
01043965500,57.78502999999999,25.523509999999998,0.9560299999999999,0.0
01043965600,38.7,30.0,0.1,0.0
01043965700,60.5,25.8,0.7,0.1
01045020000,40.7,39.0,0.0,0.0
01045020100,58.9,22.5,1.0,0.0
01045020200,59.3,23.5,1.8,0.0
01045020300,59.5,22.9,0.8,0.0
01045020400,71.0,59.3,0.0,0.0
01045020500,59.1,24.8,1.2,0.0
01045020700,54.8,25.2,1.1,0.0
01045020801,67.9,56.6,0.0,0.0
01045020802,65.8,53.1,0.0,0.0
01045021101,53.7,45.8,0.0,0.0
01045021102,48.8,24.7,0.6,0.0
01045021200,56.6,24.0,0.4,0.0
01045021300,55.1,43.1,0.2,0.0
01045021400,53.8,25.8,1.6,0.0
01047956100,61.36436,25.801920000000003,0.15024000000000004,0.0
01047956201,52.9,20.6,0.6,0.0
01047956202,62.1,24.8,1.0,0.0
01047956300,64.6,30.9,0.4,0.0
01047956400,46.8,19.3,0.0,0.0
01047956500,46.3,20.1,0.4,0.0
01047956600,46.5,21.9,0.7,0.1
01047956701,72.0,59.2,0.1,0.1
01047956702,58.5,27.2,0.6,0.1
01047956800,54.7,24.2,0.3,0.1
01047956900,46.0,16.8,0.8,0.0
01047957000,35.5,11.9,0.8,0.0
01047957100,50.3,16.9,0.0,0.0
01047957200,46.2,20.5,0.6,0.0
01047957300,39.38879,16.78989,0.49663,0.0
01049960100,50.793989999999994,20.275579999999998,1.06124,0.0
01049960200,50.2,19.2,1.4,0.0
01049960300,52.91242999999999,23.753279999999997,1.5004300000000002,0.09439
01049960400,51.72945,22.9088,0.9793499999999999,0.0
01049960500,52.0,20.5,1.3,0.0
01049960600,48.69876,18.62469,0.6753099999999999,0.0
01049960700,43.563990000000004,17.634729999999998,0.19356,0.0
01049960800,37.5,15.6,0.5,0.0
01049960900,53.0,21.2,0.0,0.0
01049961000,55.6,21.3,1.1,0.0
01049961100,55.9,25.9,0.9,0.0
01049961200,67.2,58.6,0.0,0.0
01049961300,56.4,25.3,1.4,0.0
01049961400,38.1,15.0,1.1,0.0
01051030100,63.55698,54.87402,0.10864000000000001,0.08037000000000001
01051030200,62.0,51.6,0.0,0.0
01051030300,36.0,15.3,0.0,0.0
01051030400,62.08824,52.52928,0.0,0.0
01051030500,64.4,55.2,0.0,0.0
01051030600,66.9,55.9,0.0,0.0
01051030701,77.8,72.9,0.0,0.0
01051030702,74.8,65.4,0.0,0.0
01051030800,64.01258000000001,33.826420000000006,0.3239,0.0
01051030901,73.6,68.9,0.0,0.0
01051030902,66.0,57.8,0.1,0.0
01051031000,66.62646000000001,60.3018,0.1,0.1
01051031100,77.3,69.6,0.0,0.0
01051031200,58.1,49.2,0.0,0.0
01051031300,58.0,52.5,0.0,0.0
01053969800,54.43404999999999,18.876949999999997,0.9125999999999999,0.0
01053969900,60.7,22.3,1.3,0.0
01053970100,65.2,52.7,0.0,0.0
01053970200,52.7,21.8,1.3,0.0
01053970300,52.9,22.7,0.9,0.0
01053970400,47.9,37.5,0.0,0.0
01053970500,57.8,24.8,0.7,0.0
01053970600,48.7,21.3,0.7,0.0
01053970700,64.1,51.7,0.1,0.0
01055000200,59.1,22.7,1.5,0.0
01055000300,50.4,23.3,0.9,0.0
01055000400,74.3,34.1,1.2,0.0
01055000500,58.2,25.1,1.6,0.0
01055000600,53.6,24.2,0.9,0.0
01055000700,53.4,27.7,0.7,0.0
01055000800,38.6,19.2,0.3,0.2
01055000900,50.3,21.7,1.4,0.0
01055001000,47.6,20.8,0.4,0.0
01055001100,75.8,65.7,0.0,0.0
01055001200,54.8,26.3,1.0,0.0
01055001300,51.0,27.2,1.2,0.0
01055001600,61.7,29.1,0.9,0.0
01055001700,54.3,21.4,1.2,0.1
01055010100,56.7,22.5,0.0,0.0
01055010200,59.0394,26.15516,1.35197,0.051969999999999995
01055010300,62.9,25.9,1.5,0.0
01055010401,60.883630000000004,32.93193,1.0451100000000002,0.0
01055010402,73.9,62.1,0.0,0.0
01055010501,77.05828,67.46932,0.0,0.0
01055010502,68.66669999999999,57.889799999999994,0.0,0.0
01055010601,75.0,64.7,0.0,0.0
01055010602,64.7,26.6,0.0,0.0
01055010700,67.3,56.1,0.0,0.0
01055010800,63.3,48.2,0.0,0.0
01055010900,65.1,27.0,1.3,0.1
01055011001,68.95551999999999,56.07444,0.0,0.0
01055011002,60.7,48.9,0.0,0.0
01055011100,56.7,23.1,1.3,0.0
01055011200,56.9,26.4,0.5,0.0
01057020000,58.8,17.0,1.4,0.1
01057020100,58.5,20.6,1.5,0.1
01057020200,60.5,23.2,1.8,0.1
01057020300,55.2,18.3,1.8,0.0
01057020400,58.1,17.7,1.0,0.0
01059972900,61.2,22.3,0.8,0.0
01059973000,53.4,23.9,0.4,0.0
01059973100,56.1,22.3,0.7,0.0
01059973200,60.3,27.3,0.6,0.0
01059973300,55.1,22.6,0.3,0.0
01059973400,55.6,19.4,0.6,0.0
01059973500,59.5,18.7,1.0,0.1
01059973600,58.8,14.9,0.0,0.0
01059973700,59.570420000000006,19.58982,0.9915,0.055240000000000004
01061050100,50.3,17.8,1.4,0.0
01061050200,47.8,19.0,1.1,0.0
01061050300,56.4,20.2,1.0,0.0
01061050400,60.4,22.1,0.9,0.0
01061050500,54.6,23.3,1.2,0.0
01061050600,61.2,24.2,0.0,0.0
01063060000,42.0,15.9,1.1,0.0
01063060100,45.88261,18.57403,0.9035600000000001,0.050890000000000005
01063060200,33.3,15.7,0.3,0.0
01065040000,58.6,27.6,1.0,0.0
01065040100,38.9,16.5,0.7,0.0
01065040200,52.7,19.6,1.0,0.0
01065040300,43.9,22.4,0.9,0.1
01065040400,56.524420000000006,26.50175,0.93469,0.0
01065040500,48.8,20.8,0.5,0.0
01067030100,47.8,14.8,0.0,0.0
01067030200,49.9,20.1,0.6,0.0
01067030300,34.8,11.6,0.6,0.0
01067030400,47.2,38.8,0.0,0.0
01067030500,66.2,56.9,0.0,0.0
01067030600,49.0,16.3,0.0,0.0
01069040100,63.9,55.3,0.0,0.0
01069040201,67.97946,59.935919999999996,0.0,0.0
01069040202,70.66395,61.947649999999996,0.06720999999999999,0.0
01069040301,55.1,44.7,0.1,0.0
01069040302,53.2,28.2,0.6,0.0
01069040400,68.5,58.5,0.0,0.0
01069040500,67.1,55.5,0.1,0.0
01069040600,35.4,17.2,1.1,0.0
01069040700,64.2,30.8,1.1,0.1
01069040800,58.49633,49.74510000000001,0.15041000000000002,0.0
01069040900,64.5,54.7,0.0,0.0
01069041000,63.1,29.2,1.5,0.0
01069041100,58.6,47.3,0.1,0.0
01069041200,46.7,19.2,0.9,0.0
01069041400,49.2,21.4,0.0,0.0
01069041500,53.4,22.3,0.9,0.0
01069041600,55.7,25.4,1.1,0.0
01069041700,47.2,21.7,0.8,0.1
01069041800,46.8,17.1,0.0,0.0
01069041900,56.9868,25.536949999999997,0.5912000000000001,0.0
01069042000,59.5,22.8,1.2,0.0
01069042100,62.4,52.2,0.0,0.0
01071950100,57.39927,43.50977,0.0,0.0
01071950200,49.8,20.2,1.1,0.0
01071950300,56.4157,22.794379999999997,1.04719,0.0
01071950400,50.0,20.3,1.0,0.1
01071950500,64.5,25.5,1.4,0.0
01071950600,58.119879999999995,24.13492,0.66644,0.05548
01071950700,61.701119999999996,49.69032,0.00056,0.0
01071950800,64.5,51.4,0.0,0.0
01071950900,71.9072,60.30655999999999,0.033120000000000004,0.0
01071951000,60.4,23.6,2.1,0.0
01071951100,58.11996,21.90577,1.0842,0.0
01073000100,48.9,25.7,1.6,0.0
01073000300,39.1,17.40064,0.00064,0.0
01073000400,45.3165,22.802200000000003,0.00495,0.0
01073000500,38.3,18.7,1.1,0.0
01073000700,44.0,19.0,0.9,0.0
01073000800,45.5,18.5,2.0,0.0
01073001100,55.8,25.6,1.4,0.0
01073001200,43.6,18.3,1.8,0.0
01073001400,43.6,17.1,1.4,0.0
01073001500,39.2,18.2,0.8,0.0
01073001600,43.8,20.9,1.4,0.0
01073001902,39.1,18.2,0.8,0.0
01073002000,51.7,26.4,1.5,0.1
01073002100,53.2,29.0,1.4,0.0
01073002200,47.297999999999995,22.20072,1.4001599999999998,0.0
01073002303,44.8,23.1,1.6,0.0
01073002305,68.2871,61.781279999999995,0.1006,0.0
01073002306,75.1,68.6,0.2,0.1
01073002400,46.68961,29.874580000000005,1.24193,0.0
01073002700,45.84194,38.711490000000005,0.11182,0.11182
01073002900,42.1,13.8,1.1,0.0
01073003001,50.5,22.1,1.7,0.1
01073003002,54.0,24.4,1.3,0.0
01073003100,45.1,23.0,0.6,0.0
01073003200,41.5,19.0,1.1,0.0
01073003300,32.1,14.1,1.0,0.0
01073003400,43.8,20.4,0.9,0.0
01073003500,43.5,22.3,0.7,0.1
01073003600,60.7,27.5,1.2,0.0
01073003700,45.3,22.8,0.9,0.0
01073003802,56.71334,25.21624,1.3,0.0
01073003803,49.4,22.5,0.0,0.0
01073003900,33.8,15.1,1.1,0.0
01073004000,49.5,19.5,0.0,0.0
