GEOID,CRRALL,CRRINT,DRRALL,DRRINT
01001020100,66.8,60.1,0.0,0.0
01001020200,66.6,36.7,0.0,0.0
01001020300,75.9,65.7,0.1,0.1
01001020400,79.1,68.9,0.1,0.1
01001020500,74.39736,68.0329,0.13174000000000002,0.10062000000000001
01001020600,67.6,59.1,0.1,0.1
01001020700,63.8,54.6,0.1,0.1
01001020801,72.2,65.0,0.2,0.2
01001020802,72.51888,65.57643,0.13732,0.1
01001020900,66.85059999999999,31.95172,0.05004,0.0
01001021000,57.0,21.5,0.0,0.0
01001021100,54.9,22.1,0.2,0.1
01003010100,42.0,17.4,0.3,0.0
01003010200,59.41372,27.640320000000003,0.40014,0.1
01003010300,62.7,54.3,0.4,0.0
01003010400,62.3,51.4,0.0,0.0
01003010500,69.2,56.4,0.5,0.1
01003010600,56.7,28.8,0.1,0.0
01003010701,74.39600000000002,66.28896,0.2,0.1
01003010703,71.90775,66.43215000000001,0.19390000000000002,0.0
01003010704,74.5,66.4,0.2,0.0
01003010705,69.1127,62.48094999999999,0.41745999999999994,0.1
01003010800,63.5,54.8,0.3,0.0
01003010903,68.2,61.0,0.4,0.1
01003010904,63.5,54.1,0.4,0.0
01003010905,65.56764000000001,57.12281,0.3,0.0
01003010906,66.1,33.7,0.3,0.0
01003011000,60.0,29.0,0.3,0.0
01003011101,76.48290999999999,67.87682,0.52919,0.09993
01003011102,72.97803,64.87621000000001,0.59961,0.00013
01003011201,71.1,60.6,0.2,0.0
01003011202,64.7,55.5,0.3,0.0
01003011300,56.1,46.6,0.3,0.1
01003011401,57.546299999999995,27.770199999999996,0.3403,0.0
01003011403,57.79708000000001,51.088930000000005,0.32975,0.02994
01003011405,22.322030000000005,20.128490000000003,0.06899000000000001,0.0
01003011406,16.4102,9.45672,0.14424,0.0
01003011407,19.74163,17.049879999999998,0.03567,0.0
01003011408,31.9,27.6,0.1,0.0
01003011501,72.3,60.9,0.4,0.1
01003011502,66.3336,31.60355,0.44585,0.0
01003011601,61.0,52.9,0.3,0.0
01003011602,62.033879999999996,23.88389,0.32627,0.0
01005950100,57.4,23.0,0.2,0.1
01005950200,50.2,18.0,0.3,0.0
01005950300,50.7,18.7,0.1,0.0
01005950400,43.8,13.9,0.1,0.0
01005950500,49.4,39.3,0.0,0.0
01005950600,59.5,28.8,0.0,0.0
01005950700,62.6,49.3,0.1,0.0
01005950800,64.6,52.8,0.0,0.0
01005950900,58.8,24.6,0.0,0.0
01007010001,60.595169999999996,25.09517,0.39931,0.0
01007010002,57.1184,28.19598,0.0,0.0
01007010003,54.654300000000006,24.24756,0.05206000000000001,0.0
01007010004,56.02486,26.08252,0.29199,0.039630000000000006
01009050101,63.27791,27.76098,0.11941,0.0
01009050102,65.04214999999999,51.66562999999999,0.09999999999999999,0.09999999999999999
01009050200,62.2,28.8,0.1,0.0
01009050300,60.39742000000001,24.406780000000005,0.20468000000000003,0.0
01009050400,61.6,24.8,0.2,0.0
01009050500,60.85021,48.63483,0.1,0.0
01009050601,68.9,57.9,0.5,0.1
01009050602,71.39863,61.853120000000004,0.31862,0.040690000000000004
01009050700,65.8759,30.231320000000004,0.2,0.06506
01011952100,46.2,21.4,0.2,0.1
01011952200,49.00122,21.6687,0.16626,0.0
01011952500,50.1,21.2,0.0,0.0
01013952700,53.9,23.9,0.1,0.1
01013952800,65.8,54.3,0.1,0.0
01013952900,56.3,27.9,0.1,0.1
01013953000,48.3,17.8,0.7,0.3
01013953100,51.70276,23.502639999999996,0.1,5.9999999999999995e-05
01013953200,61.8,27.1,0.3,0.0
01013953300,57.8,21.6,0.0,0.0
01013953400,49.1,20.3,0.3,0.0
01013953500,61.4,21.7,0.1,0.1
01015000200,54.7,26.8,0.0,0.0
01015000300,48.832879999999996,21.020880000000002,0.10072000000000002,0.0
01015000400,56.9,22.8,0.5,0.0
01015000500,35.4,14.2,0.1,0.0
01015000600,47.58837,22.53305,0.39707000000000003,0.0017800000000000001
01015000700,62.456160000000004,29.672159999999998,0.39904,0.0
01015000800,49.0,19.9,0.1,0.0
01015000900,68.0,32.2,0.6,0.0
01015001000,71.1,61.3,0.5,0.2
01015001100,67.28300999999999,58.47815999999999,0.47568999999999995,0.19905999999999996
01015001201,62.15294,29.697639999999996,0.29840999999999995,0.09892000000000001
01015001202,68.3,34.7,0.3,0.0
01015001300,51.9,39.0,0.1,0.0
01015001400,60.0,27.3,0.0,0.0
01015001500,64.05014,30.464299999999998,0.33098,0.0
01015001600,56.7,46.0,0.1,0.0
01015001700,71.5,59.9,0.2,0.0
01015001800,66.46972,56.66972,0.07592,0.0
01015002000,67.71917,56.83118,0.4,0.06097
01015002101,33.3,22.8,0.1,0.0
