GEOID,CRRALL,CRRINT,DRRALL,DRRINT
01001020100,66.0,59.3,0.0,0.0
01001020200,66.1,36.5,0.0,0.0
01001020300,74.6,64.5,0.1,0.1
01001020400,78.7,68.4,0.1,0.1
01001020500,73.465,67.30842,0.10788000000000002,0.10788000000000002
01001020600,67.2,58.6,0.0,0.0
01001020700,63.2,54.0,0.1,0.1
01001020801,71.7,64.5,0.1,0.1
01001020802,71.58251,64.72764000000001,0.06219,0.06219
01001020900,66.05068,31.351719999999997,0.1,0.05004
01001021000,56.5,21.3,0.0,0.0
01001021100,54.5,21.7,0.1,0.1
01003010100,41.3,17.0,0.0,0.0
01003010200,58.6133,26.74018,0.0,0.0
01003010300,62.0,53.6,0.1,0.0
01003010400,61.7,50.9,0.0,0.0
01003010500,68.1,55.4,0.0,0.0
01003010600,55.8,28.1,0.1,0.0
01003010701,73.60228000000001,65.47916,0.0,0.0
01003010703,71.35470000000001,66.02605,0.05305,0.05305
01003010704,73.0,65.3,0.1,0.1
01003010705,68.11269999999999,61.49841,0.05873,0.0
01003010800,62.6,54.1,0.1,0.0
01003010903,66.7,59.7,0.0,0.0
01003010904,62.9,53.5,0.1,0.1
01003010905,64.34191000000001,56.02281000000001,0.04191,0.04191
01003010906,65.7,33.3,0.1,0.1
01003011000,59.1,28.4,0.0,0.0
01003011101,75.62455,67.08941,0.07087,0.07087
01003011102,71.97803,63.97608,0.0,0.0
01003011201,70.5,60.0,0.0,0.0
01003011202,64.2,55.1,0.0,0.0
01003011300,55.1,45.6,0.0,0.0
01003011401,56.9657,27.229899999999997,0.0,0.0
01003011403,56.927589999999995,50.299459999999996,0.03993,0.0
01003011405,22.14957,19.890520000000002,0.0,0.0
01003011406,16.11112,9.123999999999999,0.0,0.0
01003011407,19.49895,16.74287,0.0,0.0
01003011408,31.4,27.1,0.0,0.0
01003011501,71.5,60.3,0.0,0.0
01003011502,65.49605000000001,30.91185,0.1,0.1
01003011601,60.5,52.4,0.1,0.1
01003011602,61.55422,23.49067,0.1,0.05339000000000001
01005950100,56.8,22.4,0.1,0.0
01005950200,49.5,17.4,0.0,0.0
01005950300,49.8,18.1,0.0,0.0
01005950400,43.1,13.2,0.1,0.0
01005950500,48.9,39.0,0.1,0.1
01005950600,58.9,28.2,0.0,0.0
01005950700,61.6,48.4,0.1,0.1
01005950800,64.2,52.5,0.1,0.1
