GEOID,CRRALL,CRRINT,DRRALL,DRRINT
01001020100,57.4,54.8,0.1,0.1
01001020200,59.8,33.3,0.1,0.1
01001020300,65.5,60.6,0.6,0.6
01001020400,73.4,65.5,0.2,0.2
01001020500,67.89717999999999,63.82502,0.24626000000000003,0.24626000000000003
01001020600,58.4,55.2,0.7,0.7
01001020700,56.0,50.5,0.4,0.4
01001020801,62.0,60.3,0.3,0.3
01001020802,62.5377,60.61577,0.48755000000000004,0.48755000000000004
01001020900,58.24988,27.401199999999996,0.15004,0.15004
01001021000,50.6,18.1,0.1,0.1
01001021100,48.6,19.3,0.1,0.1
01003010100,33.9,13.7,0.1,0.1
01003010200,51.2014,21.94018,0.10084,0.10084
01003010300,50.8,48.4,0.5,0.4
01003010400,48.9,46.4,0.2,0.2
01003010500,52.2,50.6,0.7,0.7
01003010600,48.8,24.9,0.1,0.1
01003010701,64.13092,60.0666,0.3,0.25804
01003010703,61.81385,60.01384999999999,0.45305,0.45305
01003010704,60.6,59.5,0.8,0.6
01003010705,57.460319999999996,55.32857,0.18254,0.18254
01003010800,49.6,47.4,0.2,0.2
01003010903,56.6,54.0,0.4,0.4
01003010904,50.9,48.6,0.3,0.3
01003010905,49.58753,48.97135,0.6161800000000001,0.55809
01003010906,55.6,27.0,0.0,0.0
01003011000,51.5,23.7,0.0,0.0
01003011101,61.91331,60.944469999999995,0.22924,0.22924
01003011102,61.87218,59.17517,0.39987000000000006,0.39987000000000006
01003011201,55.5,54.2,0.5,0.5
01003011202,52.9,50.9,0.5,0.5
01003011300,40.5,40.1,0.3,0.3
01003011401,49.406,23.2269,0.0597,0.0597
01003011403,47.81722,46.10834,0.32014000000000004,0.32014000000000004
01003011405,18.35962,17.79033,0.10347,0.10347
01003011406,13.21756,7.317079999999999,0.02212,0.02212
01003011407,16.314210000000003,15.08617,0.1,0.1
01003011408,26.8,24.8,0.1,0.1
01003011501,61.0,56.2,0.7,0.6
01003011502,57.8004,26.478650000000002,0.1,0.1
01003011601,48.4,47.6,0.4,0.4
01003011602,55.78134,20.27796,0.1,0.1
01005950100,49.8,19.5,0.2,0.2
01005950200,42.3,14.8,0.2,0.1
01005950300,40.1,13.4,0.4,0.1
01005950400,37.9,11.2,0.0,0.0
01005950500,39.8,36.3,0.3,0.3
01005950600,51.5,24.5,0.0,0.0
01005950700,53.7,45.1,0.5,0.5
01005950800,56.8,49.2,0.4,0.4
01005950900,50.6,21.4,0.1,0.1
01007010001,52.19816,20.59701,0.29954,0.19977
01007010002,48.801159999999996,23.6046,0.33908000000000005,0.33908000000000005
01007010003,46.16254,19.436700000000002,0.09588,0.09588
01007010004,48.516239999999996,22.26363,0.13963,0.13963
01009050101,54.46496,22.79497,0.38695,0.34492999999999996
01009050102,51.84016999999999,47.15091999999999,0.8009899999999999,0.5862799999999999
01009050200,52.8,23.4,0.6,0.6
01009050300,53.4489,20.73954,0.14766,0.14766
01009050400,51.7,19.6,0.1,0.1
01009050500,46.31173,43.796350000000004,0.47307,0.41537999999999997
01009050601,56.2,53.1,0.2,0.2
01009050602,58.683460000000004,56.31243,0.28138,0.28138
01009050700,56.8012,25.131320000000002,0.23012000000000002,0.23012000000000002
01011952100,38.6,17.3,0.0,0.0
01011952200,42.55664,19.01328,0.055420000000000004,0.0
01011952500,42.1,18.0,0.1,0.1
01013952700,46.7,19.7,0.1,0.1
01013952800,59.5,51.6,0.4,0.4
01013952900,49.1,24.0,0.3,0.3
01013953000,42.1,15.1,0.1,0.1
01013953100,45.40222,20.102339999999998,0.10012,0.10012
01013953200,54.5,23.6,0.1,0.1
01013953300,50.5,16.9,0.2,0.2
01013953400,41.2,16.9,0.0,0.0
01013953500,51.1,16.9,0.4,0.4
01015000200,46.0,22.5,0.1,0.1
01015000300,42.528560000000006,18.31968,0.19976000000000002,0.10000000000000002
01015000400,50.0,20.0,0.3,0.2
01015000500,32.6,13.1,0.2,0.1
01015000600,41.82458,19.60181,0.0068000000000000005,0.0068000000000000005
01015000700,54.361920000000005,26.473760000000002,0.10032,0.1
01015000800,41.4,16.8,0.1,0.1
01015000900,59.5,27.5,0.2,0.2
01015001000,60.0,54.9,0.4,0.4
01015001100,56.39999999999999,53.193659999999994,0.45228999999999997,0.35336999999999996
01015001201,54.259789999999995,25.806659999999997,0.29764999999999997,0.29764999999999997
01015001202,59.6,29.7,0.2,0.2
01015001300,41.9,34.9,0.2,0.2
01015001400,51.6,22.9,0.2,0.1
01015001500,53.61031,24.44725,0.23624,0.23624
01015001600,50.6,42.8,0.2,0.2
01015001700,62.3,55.3,0.4,0.3
01015001800,53.579919999999994,50.30768,0.61388,0.55184
01015002000,55.21432,51.35566,0.37806,0.37806
01015002101,28.1,18.8,0.5,0.5
01015002102,64.57947999999999,59.58002,0.49946,0.49946
01015002103,57.42191,52.44776,0.2,0.2
01015002200,53.4,47.4,0.1,0.1
01015002300,54.8,22.9,0.0,0.0
01015002400,57.1,54.7,0.5,0.5
01015002501,58.691019999999995,54.73516,0.47656,0.47656
01015002502,58.1,24.0,0.3,0.3
01015002600,54.6,21.6,0.0,0.0
01015981901,0.0,0.0,0.0,0.0
01015981902,0.0,0.0,0.0,0.0
01017953800,46.5,14.4,0.3,0.3
01017953900,50.5,22.2,0.2,0.2
01017954000,44.659499999999994,15.6872,0.2391,0.2391
01017954200,56.2,25.2,0.2,0.2
01017954300,39.0,35.8,0.3,0.3
01017954400,47.6,19.2,0.2,0.2
01017954500,47.6,19.2,0.2,0.2
01017954600,59.7,53.8,0.5,0.5
01017954700,55.9,25.4,0.2,0.2
01019955701,28.6,12.3,0.1,0.1
01019955702,36.1,13.6,0.2,0.2
01019955800,35.0599,16.1381,0.2198,0.2198
01019955900,50.7,19.9,0.1,0.1
01019956000,42.4,17.4,0.3,0.3
01019956100,30.51328,11.8217,0.1,0.1
01021060101,53.3,24.9,0.1,0.1
01021060102,58.13108,50.061099999999996,0.50444,0.45665999999999995
01021060200,52.6,22.6,0.3,0.3
01021060300,45.5,19.0,0.3,0.2
01021060401,52.0,47.9,0.3,0.3
01021060402,49.82255000000001,22.879200000000004,0.2237,0.2237
01021060500,49.7,19.9,0.3,0.3
01021060600,53.9,21.9,0.3,0.3
01021060700,48.714780000000005,21.057029999999997,0.18779999999999997,0.18779999999999997
01023956700,34.6,13.0,0.0,0.0
01023956800,50.0,18.6,0.0,0.0
01023956900,49.1,14.0,0.1,0.1
01023957000,46.2,17.2,0.1,0.0
01025957500,32.2,13.0,0.3,0.2
01025957601,45.0,12.8,0.2,0.2
01025957602,53.02896,24.50973,0.30362,0.14819000000000002
01025957700,23.7,10.3,0.1,0.1
01025957800,45.2,17.8,0.0,0.0
01025957901,53.0,22.5,0.2,0.1
01025957902,50.9,21.2,0.3,0.2
01025958001,41.8,18.4,0.0,0.0
01025958002,41.8,18.4,0.0,0.0
01027958900,47.6,18.4,0.1,0.1
01027959000,46.5,17.6,0.1,0.0
01027959100,54.3,17.9,0.2,0.2
01027959200,47.4,16.0,0.0,0.0
01029959500,39.50952,16.10546,0.10014,0.10014
01029959600,46.3,20.0,0.2,0.2
01029959700,49.6,17.9,0.0,0.0
01029959800,53.5,21.5,0.1,0.1
01031010100,41.1,17.0,0.1,0.1
01031010200,39.9,15.5,0.1,0.1
01031010300,50.0,44.6,0.5,0.5
01031010400,43.3908,15.1076,0.39880000000000004,0.39880000000000004
01031010500,44.0,16.9,0.1,0.1
01031010600,37.0,14.9,0.0,0.0
01031010700,51.1,18.4,0.3,0.3
01031010800,51.7,50.4,0.7,0.7
01031010900,47.7,22.8,0.0,0.0
01031011000,51.1,26.3,0.2,0.2
01031011100,61.9,52.7,0.6,0.4
01031011201,68.27852,65.02006,0.24154,0.24154
01031011202,51.69036,49.3074,0.55852,0.55852
01031011300,45.6,40.8,0.5,0.5
01033020100,54.2,24.0,0.2,0.2
01033020200,44.7,19.5,0.3,0.3
01033020300,47.7,20.0,0.2,0.2
01033020400,69.8,65.5,0.3,0.3
01033020500,60.4,53.2,0.4,0.4
01033020600,54.4,46.7,0.2,0.2
01033020701,58.124370000000006,54.49333,0.57219,0.549
01033020703,62.1,57.9,0.5,0.5
01033020704,65.2,58.1,0.8,0.7
01033020801,56.8,22.7,0.1,0.1
01033020802,53.5,18.9,0.4,0.2
01033020901,55.9,21.6,0.1,0.1
01033020902,56.9,22.4,0.2,0.2
01033021000,47.1,18.7,0.4,0.3
01035960200,35.2,11.1,0.2,0.2
01035960300,37.4,14.4,0.0,0.0
01035960400,43.1,12.4,0.1,0.1
01035960500,41.3,16.6,0.0,0.0
01035960600,41.7,15.6,0.2,0.2
01037961000,23.9,10.9,0.1,0.1
01037961100,33.5,13.8,0.3,0.2
01037961200,17.7,10.4,0.0,0.0
01039961600,41.1,18.1,0.2,0.2
01039961700,47.3,19.1,0.5,0.5
01039961800,53.9,21.0,0.7,0.7
01039961900,43.9,40.5,0.8,0.8
01039962000,49.6,21.3,0.5,0.5
01039962100,47.2,21.6,0.2,0.2
01039962300,48.6,18.9,0.6,0.5
01039962400,54.1,20.4,0.4,0.4
01039962500,58.4,24.7,0.3,0.1
01039962600,49.8,22.5,0.1,0.1
01039962700,52.6,23.6,0.2,0.2
01039962800,50.1,18.1,0.1,0.1
01039962900,48.5,20.6,0.4,0.4
01039963000,37.9,13.4,0.1,0.1
