GEOID,CRRALL,CRRINT,DRRALL,DRRINT
01001020100,24.4,24.2,6.0,6.0
01001020200,31.6,15.6,1.8,1.8
01001020300,31.9,31.3,3.5,3.4
01001020400,39.4,38.7,2.7,2.7
01001020500,34.454060000000005,34.21506,3.45352,3.4224
01001020600,28.3,28.0,4.7,4.7
01001020700,24.7,23.8,3.5,3.4
01001020801,30.4,30.2,3.9,3.9
01001020802,28.11419,27.73903,5.26911,5.19447
01001020900,31.448439999999998,13.049959999999999,1.35028,1.30024
01001021000,27.2,8.3,0.9,0.8
01001021100,24.2,8.2,1.6,1.4
01003010100,18.5,6.2,0.6,0.6
01003010200,27.792860000000005,10.21694,1.50308,1.50308
01003010300,20.2,20.0,5.0,4.9
01003010400,18.7,18.6,4.6,4.6
01003010500,22.7,22.3,3.7,3.7
01003010600,25.2,13.1,1.5,1.4
01003010701,28.081920000000004,27.781920000000003,3.6391999999999998,3.59724
01003010703,26.648049999999998,26.54805,5.49205,5.49205
01003010704,27.3,27.0,3.6,3.6
01003010705,24.83175,24.59048,4.8396799999999995,4.79841
01003010800,19.9,19.7,3.9,3.9
01003010903,24.3,24.0,5.4,5.4
01003010904,20.9,20.6,4.4,4.3
01003010905,20.403710000000004,20.20371,4.106630000000001,4.04854
01003010906,27.0,11.0,1.0,1.0
01003011000,26.1,10.6,1.3,1.2
01003011101,27.84655,27.57566,4.7681,4.7681
01003011102,25.78856,25.588560000000005,5.09701,5.09701
01003011201,25.3,24.8,3.3,3.2
01003011202,24.4,24.1,3.8,3.7
01003011300,17.0,16.8,2.8,2.8
01003011401,25.799999999999997,10.502999999999998,1.3194,1.3194
01003011403,19.83399,19.58407,2.57951,2.57951
01003011405,6.683180000000002,6.61402,1.2828000000000002,1.2828000000000002
01003011406,5.61108,2.8156799999999995,0.3106,0.3106
01003011407,6.17587,6.1045300000000005,0.61402,0.61402
01003011408,10.1,9.9,1.0,1.0
01003011501,29.3,28.9,4.2,4.2
01003011502,32.4838,12.92055,1.44585,1.3917000000000002
01003011601,20.5,20.3,4.5,4.5
01003011602,33.28389,9.766100000000002,0.8466100000000001,0.79322
01005950100,25.9,9.1,1.5,1.4
01005950200,21.8,7.7,0.6,0.5
01005950300,20.3,5.0,0.6,0.6
01005950400,19.6,4.8,0.5,0.5
01005950500,15.8,15.1,4.2,3.9
01005950600,26.4,10.4,1.1,1.0
01005950700,22.3,20.7,3.4,3.3
