GEOID,CRRALL,CRRINT,DRRALL,DRRINT
01001020100,68.4,61.2,0.0,0.0
01001020200,67.7,37.7,0.1,0.1
01001020300,77.2,66.4,0.1,0.0
01001020400,80.7,70.1,0.1,0.1
01001020500,76.04074,69.57628,0.038380000000000004,0.038380000000000004
01001020600,68.9,60.3,0.0,0.0
01001020700,66.0,55.7,0.4,0.0
01001020801,73.5,66.0,0.0,0.0
01001020802,74.24133,66.85106999999999,0.17464000000000002,0.03781000000000001
01001020900,68.20087999999998,32.95196,0.1,0.1
01001021000,58.3,22.4,0.0,0.0
01001021100,56.3,23.1,0.1,0.0
01003010100,43.2,18.4,0.0,0.0
01003010200,62.112460000000006,29.73934,0.09986,0.09986
01003010300,64.7,55.4,0.1,0.0
01003010400,64.2,52.9,0.1,0.0
01003010500,71.0,57.8,0.0,0.0
01003010600,58.4,29.9,0.0,0.0
01003010701,76.06032000000002,67.69524000000001,0.05804000000000001,0.05804000000000001
01003010703,73.5425,67.8669,0.0,0.0
01003010704,76.0,67.7,0.0,0.0
01003010705,71.67778,64.76348999999999,0.0,0.0
01003010800,66.5,57.1,0.1,0.0
01003010903,70.3,62.4,0.0,0.0
01003010904,65.4,55.2,0.1,0.0
01003010905,68.32944,59.26180000000001,0.0,0.0
01003010906,68.3,35.7,0.0,0.0
01003011000,61.2,29.9,0.0,0.0
01003011101,77.82540999999999,69.01938,8e-05,8e-05
01003011102,74.97842,66.77582,0.10000000000000002,0.09987000000000001
01003011201,73.1,62.5,0.0,0.0
01003011202,67.0,57.0,0.2,0.1
01003011300,58.4,48.2,0.1,0.0
01003011401,58.806,28.829900000000002,0.0597,0.0
01003011403,59.75712,52.558960000000006,0.10980000000000001,0.0
01003011405,23.26347,20.60097,0.03449000000000001,0.0
01003011406,17.45352,10.27792,0.0,0.0
01003011407,21.39895,18.435859999999998,0.1,0.0
01003011408,33.3,28.6,0.1,0.0
01003011501,73.7,62.1,0.0,0.0
01003011502,67.07945,32.2494,0.054150000000000004,0.054150000000000004
01003011601,62.6,53.9,0.2,0.1
01003011602,62.966930000000005,24.67033,0.0,0.0
01005950100,58.3,23.8,0.0,0.0
01005950200,52.0,19.0,0.0,0.0
01005950300,52.3,19.9,0.0,0.0
01005950400,44.4,14.3,0.1,0.0
01005950500,51.6,40.6,0.0,0.0
01005950600,61.6,30.2,0.0,0.0
01005950700,65.1,50.9,0.1,0.0
01005950800,67.0,54.0,0.3,0.1
01005950900,60.3,25.7,0.0,0.0
01007010001,62.0954,26.2954,0.0,0.0
01007010002,59.12702,29.98276,0.03046,0.03046
01007010003,56.51048,26.00374,0.04794,0.04794
01007010004,57.65217,27.449460000000002,0.039630000000000006,0.039630000000000006
01009050101,64.47408,28.4213,0.09334,0.03537
01009050102,67.42842999999999,52.88033999999999,0.05686,0.02843
01009050200,64.8,30.8,0.0,0.0
01009050300,62.845079999999996,26.359120000000004,0.14766,0.1
