GEOID,CRRALL,CRRINT,DRRALL,DRRINT
01001020100,32.4,32.2,3.1,3.1
01001020200,35.9,17.8,2.0,1.3
01001020300,37.2,36.5,2.4,2.3
01001020400,43.2,42.5,1.6,1.6
01001020500,39.460300000000004,39.15242,2.0699,2.0699
01001020600,33.9,33.7,2.5,2.5
01001020700,30.6,29.5,2.9,2.8
01001020801,37.5,37.3,3.3,3.2
01001020802,34.9231,34.44843,3.0656200000000005,3.0283
01001020900,35.398799999999994,14.8502,2.2502,0.95004
01001021000,30.9,9.3,1.7,0.4
01001021100,28.2,9.6,2.0,0.7
01003010100,21.3,7.2,1.5,0.6
01003010200,31.594680000000004,11.6217,2.2005600000000003,0.9023800000000001
01003010300,26.3,26.0,2.6,2.6
01003010400,24.2,24.1,2.6,2.6
01003010500,27.8,27.1,2.6,2.6
01003010600,29.6,14.8,2.3,1.1
01003010701,33.44348,33.059560000000005,2.47764,2.4356800000000005
01003010703,33.680949999999996,33.5279,2.7634,2.71645
01003010704,32.2,31.9,2.4,2.4
01003010705,30.477779999999996,30.23651,2.61746,2.61746
01003010800,24.3,24.0,2.0,1.9
01003010903,30.3,29.9,3.0,2.9
01003010904,26.4,26.1,1.9,1.9
01003010905,25.75517,25.555170000000004,2.1161800000000004,2.05809
01003010906,31.5,12.9,2.2,1.0
01003011000,30.1,12.3,2.3,0.6
01003011101,34.598699999999994,34.21505,2.85872,2.78777
01003011102,33.08479,32.78492,3.1983100000000007,3.09831
01003011201,29.7,29.2,1.6,1.6
01003011202,29.1,28.7,2.1,2.0
01003011300,21.4,21.2,1.9,1.8
01003011401,29.779099999999996,11.982099999999999,1.9209,0.7
01003011403,25.09606,24.776269999999997,2.18075,2.15081
01003011405,8.941870000000002,8.80718,0.8448900000000001,0.8448700000000001
01003011406,6.653479999999999,3.4032400000000003,0.48848,0.28848
01003011407,7.896280000000001,7.76061,0.79237,0.79237
01003011408,13.3,13.1,1.5,1.5
01003011501,34.9,34.5,2.3,2.3
01003011502,37.1004,14.983,2.2083,1.0083
01003011601,26.4,26.1,2.6,2.5
01003011602,37.25677,11.145760000000001,1.97966,0.6398300000000001
01005950100,30.2,10.3,1.9,0.6
01005950200,25.9,8.6,1.9,0.6
01005950300,23.6,6.0,2.0,0.3
01005950400,22.7,5.6,1.4,0.2
01005950500,20.2,19.5,1.7,1.7
01005950600,30.1,12.3,2.0,1.1
01005950700,28.6,26.9,2.9,2.8
01005950800,28.4,27.3,1.9,1.8
01005950900,31.3,11.8,1.8,0.8
01007010001,30.599079999999997,10.49908,1.40092,0.7002299999999999
01007010002,26.47932,11.135060000000001,1.56954,1.0304600000000002
01007010003,26.32284,9.10524,1.4,0.5397000000000001
01007010004,29.76571,12.843509999999998,1.9065699999999999,0.7938399999999999
01009050101,32.31879,12.23641,1.53175,0.7898000000000001
01009050102,26.92843,26.356859999999998,1.9431399999999996,1.9147099999999997
01009050200,30.5,11.0,1.3,0.8
01009050300,31.61146,10.22168,1.87106,0.50936
01009050400,31.2,9.3,1.4,0.4
01009050500,25.011670000000002,24.45398,1.81155,1.75386
01009050601,30.2,29.8,2.8,2.8
01009050602,32.12415,31.88346,2.2406900000000003,2.2406900000000003
01009050700,33.19518,12.59036,2.0650600000000003,0.8951800000000001
01011952100,22.4,8.0,1.7,1.0
01011952200,24.47954,9.990379999999998,2.1554200000000003,0.74458
01011952500,24.1,9.2,1.4,0.9
01013952700,27.0,12.2,1.7,0.9
01013952800,33.0,32.6,1.4,1.4
01013952900,30.3,14.0,2.0,0.9
01013953000,25.0,8.2,2.2,0.9
01013953100,26.302400000000002,11.701379999999999,2.0,0.8999999999999999
01013953200,32.0,13.2,1.6,1.0
01013953300,30.5,9.4,1.6,0.5
