GEOID,CRRALL,CRRINT,DRRALL,DRRINT
01001020100,64.6,58.1,0.0,0.0
01001020200,65.6,35.8,0.0,0.0
01001020300,73.8,63.8,0.0,0.0
01001020400,77.8,67.6,0.0,0.0
01001020500,72.61812,66.49266,0.0,0.0
01001020600,66.4,57.7,0.0,0.0
01001020700,62.2,53.1,0.0,0.0
01001020801,70.6,63.7,0.0,0.0
01001020802,70.58352000000001,63.82914,0.0,0.0
01001020900,64.85043999999999,30.30152,0.0,0.0
01001021000,55.8,20.7,0.0,0.0
01001021100,54.0,21.1,0.0,0.0
01003010100,40.7,16.3,0.0,0.0
01003010200,58.012600000000006,25.840320000000002,0.0,0.0
01003010300,61.2,52.8,0.0,0.0
01003010400,60.7,50.0,0.0,0.0
01003010500,67.0,54.6,0.0,0.0
01003010600,55.4,27.7,0.1,0.1
01003010701,72.45404,64.47288,0.0,0.0
01003010703,70.1486,64.91995,0.0,0.0
01003010704,72.2,64.6,0.0,0.0
01003010705,66.53650999999999,60.28094999999999,0.0,0.0
01003010800,61.3,53.0,0.0,0.0
01003010903,65.3,58.5,0.0,0.0
01003010904,61.8,52.6,0.0,0.0
01003010905,63.08382,54.8809,0.0,0.0
01003010906,64.3,32.2,0.0,0.0
01003011000,58.4,27.7,0.0,0.0
01003011101,74.42823,66.09311,0.02906,0.02906
01003011102,71.0779,63.275819999999996,0.0,0.0
01003011201,69.5,59.3,0.0,0.0
01003011202,63.4,54.5,0.0,0.0
01003011300,54.1,44.7,0.0,0.0
01003011401,56.264199999999995,26.5687,0.0,0.0
01003011403,55.90742,49.45915,0.0,0.0
01003011405,21.74264,19.51807,0.0,0.0
01003011406,15.8784,8.8134,0.0,0.0
01003011407,19.09194,16.37153,0.0,0.0
01003011408,30.8,26.6,0.0,0.0
01003011501,70.7,59.7,0.1,0.0
01003011502,64.6502,30.0577,0.0,0.0
01003011601,59.7,51.6,0.0,0.0
01003011602,61.154219999999995,22.99067,0.0,0.0
01005950100,56.7,22.0,0.0,0.0
01005950200,48.7,16.5,0.1,0.1
01005950300,48.8,16.8,0.0,0.0
01005950400,42.9,12.9,0.0,0.0
01005950500,48.4,38.4,0.0,0.0
01005950600,58.6,27.9,0.0,0.0
01005950700,60.7,47.6,0.0,0.0
01005950800,62.9,51.7,0.0,0.0
01005950900,57.5,23.8,0.0,0.0
01007010001,59.09747,23.89586,0.0,0.0
01007010002,56.0184,27.104599999999998,0.0,0.0
01007010003,52.80636,22.7558,0.0,0.0
01007010004,55.058949999999996,25.08211,0.0,0.0
01009050101,61.92966,26.502599999999997,0.0,0.0
01009050102,63.227439999999994,50.422489999999996,0.0,0.0
01009050200,59.8,26.8,0.0,0.0
01009050300,59.51146,23.3638,0.0,0.0
01009050400,59.8,23.2,0.0,0.0
01009050500,58.780969999999996,47.06559,0.0,0.0
01009050601,67.4,56.3,0.0,0.0
01009050602,69.38346,59.95657,0.0,0.0
01009050700,64.25059999999999,28.671080000000003,0.0,0.0
01011952100,45.0,20.5,0.0,0.0
01011952200,48.00122,20.81328,0.0,0.0
01011952500,49.0,20.0,0.0,0.0
01013952700,53.0,22.7,0.0,0.0
01013952800,64.4,53.3,0.0,0.0
01013952900,55.1,26.9,0.0,0.0
01013953000,47.4,16.8,0.0,0.0
01013953100,50.6027,22.30276,0.0,0.0
01013953200,60.8,26.1,0.0,0.0
01013953300,57.1,20.3,0.0,0.0
01013953400,47.5,19.0,0.0,0.0
01013953500,60.1,20.6,0.0,0.0
01015000200,53.7,26.0,0.0,0.0
01015000300,47.73096,19.920399999999997,0.0,0.0
01015000400,55.7,21.9,0.0,0.0
01015000500,35.0,13.9,0.0,0.0
01015000600,46.477610000000006,21.62343,0.0,0.0
01015000700,60.55872,28.3728,0.0,0.0
01015000800,47.7,18.9,0.0,0.0
