GEOID,CRRALL,CRRINT,DRRALL,DRRINT
01001020100,63.9,57.6,0.0,0.0
01001020200,64.9,35.5,0.0,0.0
01001020300,73.0,63.4,0.0,0.0
01001020400,77.1,67.3,0.0,0.0
01001020500,72.14862,66.11528,0.0305,0.0305
01001020600,65.6,57.2,0.1,0.1
01001020700,61.3,52.6,0.0,0.0
01001020801,69.6,62.9,0.0,0.0
01001020802,69.80691999999999,63.18986,0.07461,0.049740000000000006
01001020900,63.55036,29.60136,0.05004,0.05004
01001021000,54.9,20.2,0.0,0.0
01001021100,53.3,20.8,0.0,0.0
01003010100,38.4,15.8,0.1,0.0
01003010200,57.51106,25.439619999999998,0.39944,0.09986
01003010300,60.0,51.9,0.0,0.0
01003010400,59.8,49.6,0.0,0.0
01003010500,65.4,53.7,0.0,0.0
01003010600,54.5,27.0,0.0,0.0
01003010701,71.35404,63.7568,0.041960000000000004,0.0
01003010703,68.82419999999999,64.00775,0.1,0.05305
01003010704,71.0,63.8,0.0,0.0
01003010705,65.53650999999999,59.72221999999999,0.04127,0.04127
01003010800,57.7,51.5,0.1,0.0
01003010903,63.9,57.5,0.0,0.0
01003010904,60.7,51.9,0.0,0.0
01003010905,61.73236,54.19708000000001,0.04191,0.04191
01003010906,62.9,31.2,0.0,0.0
01003011000,57.6,27.3,0.0,0.0
01003011101,72.94122999999999,65.46043,0.09993,0.09993
01003011102,70.07088,62.674260000000004,0.0,0.0
01003011201,67.2,58.0,0.0,0.0
01003011202,62.5,53.9,0.1,0.0
01003011300,47.7,42.9,0.0,0.0
01003011401,55.0851,25.947799999999997,0.0,0.0
01003011403,54.558040000000005,48.71922000000001,0.03993,0.03993
01003011405,21.239170000000005,19.249100000000002,0.0,0.0
01003011406,15.124479999999998,8.51432,0.02212,0.02212
01003011407,18.206580000000002,15.96452,0.0,0.0
01003011408,29.4,26.0,0.0,0.0
01003011501,70.0,59.2,0.0,0.0
01003011502,63.69605,29.3577,0.0,0.0
01003011601,58.7,51.1,0.0,0.0
01003011602,60.661,22.44406,0.0,0.0
01005950100,55.6,21.5,0.0,0.0
01005950200,47.4,16.1,0.0,0.0
01005950300,46.2,15.2,0.1,0.1
01005950400,42.7,12.7,0.0,0.0
01005950500,47.4,38.2,0.0,0.0
01005950600,57.8,27.7,0.0,0.0
01005950700,60.0,46.9,0.1,0.1
01005950800,62.5,51.5,0.0,0.0
01005950900,56.1,23.5,0.1,0.0
01007010001,57.89769999999999,23.395859999999995,0.0,0.0
01007010002,55.062079999999995,26.59598,0.06954,0.06954
01007010003,51.30636,21.96816,0.05206000000000001,0.05206000000000001
01007010004,53.93164,24.72215,0.0,0.0
01009050101,60.92927999999999,25.79631,0.08722,0.0
01009050102,62.242149999999995,49.822489999999995,0.0,0.0
01009050200,58.9,26.2,0.0,0.0
01009050300,58.854440000000004,22.963800000000003,0.09532,0.04766
01009050400,59.2,22.8,0.0,0.0
01009050500,57.76942,46.58097,0.05769,0.05769
01009050601,66.9,56.0,0.0,0.0
01009050602,68.44277,59.256569999999996,0.0,0.0
01009050700,63.21566000000001,28.101200000000002,0.0,0.0
01011952100,41.8,18.9,0.0,0.0
01011952200,47.00244,20.457859999999997,0.0,0.0
01011952500,47.1,19.6,0.1,0.0
01013952700,52.0,22.0,0.0,0.0
01013952800,64.0,53.0,0.0,0.0
01013952900,54.4,26.4,0.1,0.0
01013953000,47.1,16.7,0.3,0.1
