GEOID,CRRALL,CRRINT,DRRALL,DRRINT
01001020100,61.5,56.3,0.1,0.1
01001020200,61.0,34.4,0.3,0.3
01001020300,70.5,62.2,0.2,0.1
01001020400,75.6,66.6,0.2,0.2
01001020500,70.61024,65.19266,0.17676,0.17676
01001020600,63.1,56.0,0.1,0.0
01001020700,59.2,51.6,0.3,0.2
01001020801,67.1,61.9,0.2,0.0
01001020802,67.06119000000001,61.8909,0.24974000000000002,0.12487000000000001
01001020900,59.499919999999996,28.25132,0.15011999999999998,0.10008
01001021000,51.5,18.7,0.0,0.0
01001021100,49.7,19.8,0.1,0.1
01003010100,34.9,14.5,0.2,0.2
01003010200,52.6126,23.2406,0.39972,0.39972
01003010300,56.0,50.3,0.4,0.3
01003010400,55.1,47.8,0.4,0.3
01003010500,61.6,52.2,0.2,0.2
01003010600,49.8,25.4,0.1,0.1
01003010701,68.16032,62.04072,0.44196,0.3
01003010703,65.77725000000001,62.107749999999996,0.3,0.24695
01003010704,67.8,62.0,0.4,0.4
01003010705,62.00158999999999,57.804759999999995,0.31745999999999996,0.21746
01003010800,53.6,49.7,0.3,0.3
01003010903,60.4,55.6,0.2,0.2
01003010904,55.9,50.0,0.3,0.3
01003010905,57.113260000000004,51.938990000000004,0.48382000000000003,0.48382000000000003
01003010906,57.5,28.5,0.3,0.3
01003011000,52.6,24.7,0.2,0.2
01003011101,68.47959,63.46966,0.44184999999999997,0.3709
01003011102,66.27153,60.974650000000004,0.40013000000000004,0.3
01003011201,63.1,56.2,0.5,0.4
01003011202,59.8,52.7,0.5,0.3
01003011300,44.4,41.5,0.5,0.3
01003011401,50.546299999999995,24.1478,0.47909999999999997,0.1403
01003011403,51.73682,47.33828,0.15988000000000002,0.15988000000000002
01003011405,19.81487,18.46971,0.03449000000000001,0.03449000000000001
01003011406,13.683,7.71616,0.02212,0.02212
01003011407,17.2639,15.42885,0.03567,0.03567
01003011408,28.2,25.4,0.1,0.1
01003011501,66.7,57.8,0.3,0.2
01003011502,59.05455,27.38695,0.5917,0.2
01003011601,54.9,49.4,0.3,0.2
01003011602,56.67456,20.871180000000003,1.10678,0.05339000000000001
01005950100,51.1,20.0,0.1,0.1
01005950200,43.0,15.3,0.1,0.1
01005950300,40.6,13.6,0.0,0.0
01005950400,38.7,11.7,0.0,0.0
01005950500,44.3,37.2,0.2,0.2
01005950600,53.2,25.7,0.3,0.3
01005950700,58.2,46.3,0.0,0.0
01005950800,60.8,50.2,0.1,0.1
01005950900,51.7,21.9,0.1,0.1
01007010001,53.99632,21.79678,0.29954,0.29930999999999996
01007010002,51.1707,25.035059999999998,0.16954000000000002,0.13908
01007010003,47.60224,20.572280000000003,0.09588,0.09588
01007010004,49.84827,23.22359,0.026899999999999997,0.0
01009050101,56.732299999999995,24.29882,0.39384,0.18403
01009050102,59.22644999999999,48.879349999999995,0.32842999999999994,0.27157
01009050200,54.1,24.2,0.3,0.3
